151700	351102	2
155799	354358	2
142857	352716	1
152726	349144	2
151008	349692	2
145865	351895	1
148629	350242	1
151083	353684	2
161316	348971	2
158758	352360	2
145731	350480	1
159597	355339	2
152294	345996	1
149801	349982	1
152260	350394	2
149352	342567	1
149607	353888	2
154711	359310	2
154456	349715	2
154482	351351	2
152123	348751	2
146182	350827	1
152268	349032	2
155155	350195	2
151546	355246	2
153272	347661	2
152299	348418	2
149040	349665	1
150929	349676	2
147510	354280	2
152809	356672	2
146373	346559	1
146620	347645	1
147440	351382	1
140689	347871	1
154549	356725	2
151028	355250	2
147613	351520	1
154333	352207	2
144588	348394	1
149677	352370	2
149236	353471	2
151009	350546	2
150989	356166	2
147265	351837	1
149905	349644	1
149479	351115	2
151985	353649	2
153457	349093	2
153508	350082	2
147269	357194	2
150245	348533	1
146161	352594	1
146479	352222	1
149978	354997	2
154847	352140	2
147566	342000	1
151174	347435	1
149287	351539	2
153533	351164	2
146556	355830	2
150103	354435	2
151747	351738	2
153480	350609	2
154883	345616	1
150272	355889	2
145283	349950	1
147653	344901	1
146643	351028	1
157433	351067	2
148053	348011	1
152366	351788	2
149392	347713	1
152810	346040	1
147581	344238	1
145566	348412	1
145502	347577	1
151544	351539	2
149439	345216	1
149380	349283	1
154488	345713	1
150922	355786	2
150626	349695	2
155021	354360	2
147456	351303	1
152203	353079	2
152641	346632	1
149229	353880	2
150682	354638	2
146313	343097	1
146370	349082	1
150332	347981	1
152284	350721	2
158176	348142	2
147891	350667	1
150592	351938	2
149739	350744	2
143887	349016	1
148612	345804	1
144325	349614	1
152658	348627	2
147192	345695	1
150317	349855	2
148278	349168	1
150960	350700	2
148102	352932	2
151549	351968	2
152338	354342	2
155413	348247	2
149386	347218	1
143238	349025	1
147345	354087	2
154284	354530	2
146610	349265	1
153039	348426	2
150392	345255	1
154543	352568	2
143799	349452	1
149375	346232	1
146180	348565	1
159196	345163	2
152610	351614	2
154361	349889	2
146654	354798	2
148518	345574	1
149138	352967	2
153474	350799	2
149121	350172	1
152218	352477	2
143512	353106	1
148881	346518	1
147396	353889	2
145013	345694	1
151606	346781	1
150892	347973	1
150106	352328	2
145783	346212	1
153565	351410	2
151107	351407	2
149054	350390	1
150072	351752	2
149171	346227	1
144465	352617	1
149097	350267	1
147371	352034	1
146903	346596	1
146343	349798	1
148313	352593	2
143667	352558	1
153049	350040	2
151645	344332	1
149937	346543	1
149890	350677	2
147476	352247	2
153221	351779	2
149579	348030	1
147740	356836	2
154273	350655	2
149289	352652	2
148137	348506	1
149071	346399	1
147319	351888	1
146458	352911	1
157988	356532	2
155235	348859	2
150973	344975	1
146025	354691	2
147263	350557	1
149442	346398	1
152503	348491	2
145788	347034	1
142632	352916	1
145418	351405	1
151055	350869	2
151238	350880	2
151428	347558	1
149588	353084	2
150581	351148	2
148494	349028	1
152726	349691	2
145694	349249	1
151439	347353	1
147316	352064	1
148941	354275	2
151748	357959	2
153286	351914	2
146466	347059	1
153987	351031	2
152088	347040	1
149785	348049	1
149383	347865	1
149312	347309	1
149041	351094	2
150073	346498	1
150162	352116	2
152612	352764	2
154829	353747	2
151477	350083	2
149337	351881	2
151977	355871	2
150579	350225	2
146744	349115	1
153002	355877	2
150971	342203	1
150427	348606	1
151629	357810	2
150827	348599	1
147023	347939	1
149487	346090	1
149538	352449	2
148318	343193	1
155319	348017	2
147231	351507	1
148470	349842	1
147748	351738	1
146287	350027	1
149392	352082	2
149133	345863	1
154839	351170	2
149213	344992	1
146635	352128	1
155071	349530	2
153904	352452	2
149274	348236	1
145237	350558	1
148594	353176	2
149507	343722	1
150873	344212	1
149174	344152	1
151402	352810	2
151239	351399	2
146045	347394	1
147002	354417	2
147656	350199	1
148394	344847	1
148986	346692	1
150039	345645	1
140421	352047	1
148555	347964	1
153929	346706	2
146627	347847	1
152953	347664	2
151108	352795	2
149908	351493	2
150577	351009	2
145051	350813	1
149733	350108	1
155072	347522	2
150311	351735	2
150131	347429	1
147678	346395	1
149903	346611	1
150735	352809	2
151348	353222	2
148821	344348	1
149252	349459	1
156399	351433	2
142858	347365	1
157050	353099	2
151067	350907	2
153162	349835	2
144737	347720	1
148134	351944	2
149121	352584	2
151337	351610	2
144718	348717	1
151491	353047	2
146165	346763	1
150209	350475	2
152063	354600	2
151034	349507	2
153424	347687	2
153181	356433	2
147942	349017	1
150813	351471	2
147014	347173	1
145820	350487	1
152925	351762	2
150000	350014	2
149826	351009	2
152881	354078	2
151880	345770	1
151107	350758	2
153954	344130	1
152940	350383	2
150758	356150	2
147817	352743	2
147940	349772	1
153770	349313	2
144903	351152	1
149923	353318	2
143837	349430	1
153227	355403	2
152725	347705	2
150004	343715	1
149776	347623	1
142138	348587	1
151838	349011	2
143067	346641	1
142666	353474	1
150253	344940	1
147001	348153	1
151301	347080	1
152141	348722	2
152712	348175	2
147814	351287	1
151421	346866	1
150318	347450	1
152612	350579	2
151695	353580	2
152839	344449	1
149583	355621	2
149535	347190	1
153187	352357	2
143284	352631	1
148404	354003	2
145982	347970	1
148790	349956	1
152051	349694	2
152611	348355	2
146790	350534	1
148510	350979	1
150433	348935	1
149077	350324	1
150954	358508	2
151265	350103	2
147059	351941	1
149441	348489	1
143258	347665	1
153622	349274	2
148011	351577	1
146193	347097	1
149197	344090	1
145482	349716	1
149934	348620	1
148227	350704	1
156887	350955	2
153600	352654	2
142104	352045	1
151396	345969	1
145579	344761	1
149193	351500	2
150520	351016	2
152365	347281	1
149137	353807	2
154985	350602	2
148479	350237	1
151036	350965	2
152102	352583	2
150269	354824	2
152786	349454	2
151022	344657	1
147520	352941	2
144291	346510	1
155877	354501	2
148088	347954	1
150327	354726	2
151781	347642	1
150359	346535	1
147139	352725	2
148521	345563	1
149605	352102	2
154677	351845	2
147278	349277	1
152481	349174	2
150976	356572	2
149260	348748	1
146658	349067	1
149101	346956	1
149726	347413	1
145353	347699	1
150608	355440	2
147400	348512	1
149702	347799	1
151063	348696	1
147139	351962	1
149088	345769	1
151107	352084	2
144195	345231	1
153276	349916	2
157667	345018	2
153034	351990	2
149001	352080	2
151355	347972	1
146724	350672	1
155938	351106	2
152975	353945	2
152490	350653	2
147230	352994	2
151012	349734	2
148235	347784	1
149015	349782	1
148197	349193	1
146756	352450	1
147126	349536	1
149336	347287	1
144628	348976	1
151921	353932	2
149627	348657	1
152211	348149	2
150853	353181	2
151563	350475	2
145310	348390	1
146774	347353	1
148586	345202	1
150347	350517	2
153569	349359	2
149083	350912	2
153989	345816	1
151503	354309	2
153713	351904	2
150401	345111	1
147923	353118	2
145315	347683	1
150492	351000	2
152588	350949	2
149075	347144	1
148290	340826	1
149024	351587	2
146532	348577	1
148441	347963	1
149428	351261	2
150145	347844	1
149798	352092	2
151933	350668	2
150346	346915	1
155736	353207	2
150987	351592	2
155706	354510	2
147713	346963	1
151665	347350	1
149177	350904	2
151898	352289	2
151878	352793	2
143087	349329	1
145804	348838	1
145443	351598	1
151271	356308	2
154649	353248	2
148967	350163	1
152569	348449	2
151725	351745	2
146674	348144	1
151257	350876	2
147622	352211	2
154795	353388	2
149897	351840	2
155173	354853	2
148656	355690	2
151864	344216	1
149801	344384	1
143606	346458	1
146894	343403	1
151937	349070	2
149826	348924	1
146462	350434	1
148019	350702	1
150789	347920	1
146860	347127	1
153083	352805	2
147974	348596	1
155720	346258	2
146585	349691	1
150630	350705	2
145190	348226	1
147712	351859	1
148124	350523	1
151269	349457	2
152979	350159	2
150950	351537	2
148820	348493	1
152579	346939	1
152526	349763	2
150380	350444	2
151806	351784	2
151305	350036	2
146879	348249	1
152402	352117	2
147922	349435	1
148090	352348	2
150560	349773	2
149028	349883	1
149583	349669	1
151883	347290	1
153310	347414	2
149374	346913	1
151036	355719	2
149246	349295	1
150726	353032	2
151391	351238	2
148049	355655	2
150869	353004	2
151901	346330	1
150292	349000	1
155470	353353	2
148076	350714	1
147669	356894	2
144466	349296	1
152879	345405	1
152742	351671	2
149747	347106	1
152841	350440	2
150581	353450	2
150920	351062	2
150357	350979	2
151391	349519	2
150321	349571	1
158814	350557	2
146311	340824	1
144136	350651	1
146393	352755	1
146543	345571	1
148629	345074	1
149467	351901	2
149309	345188	1
151712	344887	1
151231	352606	2
152376	348179	2
155623	354479	2
153868	346321	1
145942	347661	1
142635	350024	1
152852	352014	2
144195	350891	1
150211	350624	2
150112	349288	1
157043	348882	2
149781	351490	2
148396	348622	1
150746	351401	2
150777	353500	2
150222	342945	1
148075	355485	2
146134	347625	1
151001	354242	2
145753	354457	2
146736	345052	1
154210	350978	2
148675	360774	2
149556	349280	1
152845	351815	2
149051	350946	2
153255	354315	2
148909	353322	2
153203	347342	2
151990	348819	2
149326	351013	2
147262	349542	1
146701	357646	2
149146	351295	2
148614	351238	2
148708	347235	1
153110	346197	1
149059	352405	2
153617	349741	2
148319	351874	2
153076	347691	2
148348	352654	2
150558	344350	1
153070	355236	2
148691	352533	2
148614	350208	1
156335	346980	2
153007	349050	2
148634	350664	1
152052	354005	2
148861	346634	1
152232	354298	2
154477	359157	2
144926	347934	1
153254	351800	2
154610	348393	2
150150	344613	1
155522	355179	2
150491	352233	2
146088	348002	1
143064	349663	1
148946	349171	1
152256	345626	1
151004	341031	1
151308	349981	2
148175	348362	1
150455	348231	1
144818	346820	1
147596	344042	1
147411	348099	1
151644	350672	2
149955	346655	1
146346	351052	1
149970	349139	1
147819	349463	1
147892	345293	1
152733	347868	2
150359	351326	2
151260	347641	1
152795	350788	2
150570	356280	2
151742	352676	2
152160	353480	2
153702	357797	2
151505	353849	2
154466	351698	2
150071	356147	2
149849	347138	1
155380	348392	2
148388	356189	2
149991	351429	2
152909	350158	2
150474	351489	2
154443	349613	2
153270	349408	2
150922	348875	1
147541	348011	1
151792	347210	1
145628	349374	1
150773	348269	1
152557	354792	2
150674	350808	2
152782	353492	2
156447	350205	2
152922	350036	2
150844	354043	2
152029	354824	2
151346	350238	2
145842	354910	2
148683	351365	2
153873	351547	2
149862	356883	2
151842	355016	2
146817	352536	1
150204	351286	2
151898	348496	2
145695	349207	1
151099	355843	2
149425	343582	1
147029	347699	1
149881	349394	1
144003	349867	1
143271	343714	1
146278	351292	1
146868	351983	1
146291	346671	1
144544	348639	1
150911	346273	1
144959	354607	2
150349	351210	2
152489	349459	2
149993	347087	1
150294	350340	2
148804	355180	2
145311	350397	1
149861	351098	2
153038	346527	1
155497	351072	2
148640	352306	2
144854	345139	1
150526	353603	2
151190	357876	2
149282	345026	1
146367	343134	1
156402	350412	2
142539	351642	1
148387	349582	1
145821	349083	1
147988	349819	1
151005	346751	1
150437	344871	1
147752	354751	2
152457	351166	2
151968	346460	1
152047	353590	2
148654	345783	1
153316	349948	2
152089	352540	2
157933	348148	2
153363	349237	2
153659	350459	2
150168	356160	2
145926	351037	1
148826	348626	1
147604	349051	1
148217	348940	1
151756	354287	2
148239	348929	1
147169	347226	1
148706	350628	1
149491	349651	1
151294	352625	2
146988	352718	2
151003	353521	2
150247	352061	2
154188	352409	2
149326	355921	2
149575	346308	1
146296	348537	1
145619	344229	1
150982	352991	2
149211	349989	1
151593	349217	2
147177	344303	1
156035	351181	2
150387	349221	1
153311	346068	1
149282	346286	1
149486	347551	1
152182	349431	2
151757	344988	1
146457	349073	1
145153	351453	1
146528	348468	1
145523	347356	1
150188	350976	2
148700	353334	2
148836	348478	1
145696	348101	1
152465	345729	1
151390	347063	1
149717	351878	2
153229	349965	2
147236	352129	1
151311	352239	2
151102	351293	2
151104	352523	2
147694	354563	2
151034	351918	2
148372	351177	1
147165	349581	1
146195	345711	1
153282	348739	2
147325	350758	1
149453	346448	1
146178	351091	1
149060	350921	2
139779	349293	1
146563	350605	1
145489	349624	1
146792	349610	1
149326	349905	1
148971	352822	2
156149	350330	2
148192	341509	1
149209	348391	1
145037	350120	1
148490	352869	2
145769	353920	2
150096	347047	1
152698	352664	2
